37.142801	127.098561	199.0	2.0	0.0
37.152447	127.108003	199.0	1.0	0.0
37.152379	127.133237	199.0	1.0	0.0
37.14328	127.123023	199.0	1.0	0.0
37.133359	127.154437	199.0	1.0	0.0
37.148616	127.159501	199.0	3.0	0.0
0.0	0.0	0.0	1.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
